codigo,setor,preco,liquidez,dividend_yield,dividend_yield_12,P/VPA,score,tipo_desenvolvimento,tipo_fundos,tipo_papel,tipo_tijolo
TGAR11,Outros,115.6,26536.0,1.36,12.57,0.92,4.3,1,0,0,0
